Date,Price,"Vol., thsd."
01/08/2006,655.5,33.31
31/07/2006,643,26.64
28/07/2006,639.5,23.64
27/07/2006,649.5,22.06
26/07/2006,643.25,19.68
25/07/2006,634.5,15.13
24/07/2006,633.5,17.27
21/07/2006,638.75,18.1
20/07/2006,637.5,19.74
19/07/2006,636,28.56
18/07/2006,668.25,16.33
17/07/2006,666,21.99
14/07/2006,673,23.61
13/07/2006,670.5,31.83
12/07/2006,636.25,45.73
11/07/2006,643.25,50.81
10/07/2006,635.75,49.12
07/07/2006,653.75,38.84
06/07/2006,645.25,31.7
05/07/2006,645.75,35.01
04/07/2006,643,14.2
03/07/2006,652.75,18.07
30/06/2006,649.75,19.59
29/06/2006,649.5,22.76
28/06/2006,640.75,21.35
27/06/2006,643.5,17.19
26/06/2006,630.75,11.5
23/06/2006,633.75,12.06
22/06/2006,631,13.94
21/06/2006,618.5,17.06
20/06/2006,618.75,18.38
19/06/2006,612.25,13.36
16/06/2006,614.5,17.11
15/06/2006,624.25,18.89
14/06/2006,619.75,11.31
13/06/2006,619.75,18.2
12/06/2006,638,34.84
09/06/2006,639,38.55
08/06/2006,618,38.82
07/06/2006,629.75,28.56
06/06/2006,633.5,33.6
05/06/2006,639.5,22.42
02/06/2006,632.5,22.03
01/06/2006,632,31.52
31/05/2006,623.5,24.02
30/05/2006,640.5,18.13
26/05/2006,635.75,14.3
25/05/2006,623.25,8.74
24/05/2006,626.25,12.4
23/05/2006,635,15.77
22/05/2006,609.75,11.07
19/05/2006,612.25,11.77
18/05/2006,617,10.38
17/05/2006,617,16.37
16/05/2006,626,17.36
15/05/2006,625.5,13.35
12/05/2006,652,18.89
11/05/2006,655.5,40.21
10/05/2006,629,42.15
09/05/2006,628.75,29.6
08/05/2006,606.75,32.07
05/05/2006,616.25,32.83
04/05/2006,620,26.94
03/05/2006,639.75,22.7
02/05/2006,650.25,29.72
01/05/2006,638.75,7.21
28/04/2006,632,23.13
27/04/2006,631.75,22.19
26/04/2006,645,19.15
25/04/2006,642,16.71
24/04/2006,645.5,12.63
21/04/2006,645,12.13
20/04/2006,637,15.03
19/04/2006,643.75,14.66
18/04/2006,630.75,13.62
17/04/2006,619.25,5.7
13/04/2006,612,20.99
12/04/2006,612.25,33.31
11/04/2006,596.5,27.51
10/04/2006,596,26.37
07/04/2006,585,21.6
06/04/2006,589,16.75
05/04/2006,586.5,21.56
04/04/2006,580,21.84
03/04/2006,593.75,19.42
31/03/2006,582.25,20.33
30/03/2006,582,17.4
29/03/2006,574.25,16.55
28/03/2006,571.75,16.37
27/03/2006,558.25,12.83
24/03/2006,561.75,18.18
23/03/2006,557.75,19.35
22/03/2006,558,17.32
21/03/2006,549,21.04
20/03/2006,558,9.68
17/03/2006,568.25,10.45
16/03/2006,557.75,15.07
15/03/2006,569,15.45
14/03/2006,559.25,19.08
13/03/2006,546,19.69
10/03/2006,531.75,32.68
09/03/2006,536.5,38.87
08/03/2006,532.75,42.46
07/03/2006,544.5,30.2
06/03/2006,561.5,27.45
03/03/2006,563.25,30.54
02/03/2006,561.5,33.58
01/03/2006,549.75,26.76
28/02/2006,540.75,21.6
27/02/2006,535.25,17.48
24/02/2006,545.5,22.17
23/02/2006,533.75,15.23
22/02/2006,528,15.69
21/02/2006,538.5,22.7
20/02/2006,546.25,14.58
17/02/2006,531.75,13.43
16/02/2006,521,14.71
15/02/2006,525,14.26
14/02/2006,521,12.33
13/02/2006,532,15.88
10/02/2006,523.5,32.39
09/02/2006,530.5,39.85
08/02/2006,532.25,35.23
07/02/2006,537.75,36.14
06/02/2006,553.75,27.67
03/02/2006,548.5,28.29
02/02/2006,554.5,24.48
01/02/2006,569.5,24.01
31/01/2006,571.25,15.01
30/01/2006,568.5,14.47
27/01/2006,564.5,18.84
26/01/2006,557.5,16.6
25/01/2006,554.5,17.72
24/01/2006,573,16.69
23/01/2006,578.75,17.9
20/01/2006,575.25,18.51
19/01/2006,558,18.67
18/01/2006,558,19.11
17/01/2006,556,18.86
16/01/2006,549,11.04
13/01/2006,532.75,23.3
12/01/2006,536.5,38.39
11/01/2006,519.25,41.05
10/01/2006,531.25,32.92
09/01/2006,536.75,32.74
06/01/2006,545,23.93
05/01/2006,543.25,26.4
04/01/2006,541.5,20.89
03/01/2006,549.25,19.91
30/12/2005,518.5,7.11
29/12/2005,514.25,9.94
28/12/2005,508.5,9.84
27/12/2005,504.75,4.07
23/12/2005,512.75,8.77
22/12/2005,527,12.49
21/12/2005,522.5,11.95
20/12/2005,516.75,10.11
19/12/2005,512.75,8.06
16/12/2005,526.5,9.94
15/12/2005,553.5,16.01
14/12/2005,553.5,13.91
13/12/2005,551,19.23
12/12/2005,523.75,31.65
09/12/2005,529.25,39.18
08/12/2005,522.75,25.74
07/12/2005,518.5,32.37
06/12/2005,523.75,24.41
05/12/2005,538.5,24.07
02/12/2005,523.75,25.19
01/12/2005,511.75,16.95
30/11/2005,507.75,18.47
29/11/2005,512.5,15.37
28/11/2005,509.75,18.82
25/11/2005,510.75,5.91
24/11/2005,516.75,8.56
23/11/2005,524.5,16.43
22/11/2005,541.25,17.83
21/11/2005,533.5,13.58
18/11/2005,524.25,12.96
17/11/2005,535.5,20.66
16/11/2005,532,19.28
15/11/2005,536.5,18.28
14/11/2005,541,16.48
11/11/2005,534.75,22.69
10/11/2005,525.75,28.76
09/11/2005,542.25,31.89
08/11/2005,530.5,30.71
07/11/2005,534,24.01
04/11/2005,548,16.58
03/11/2005,547.25,19.59
02/11/2005,539.75,28.15
01/11/2005,553,26.93
31/10/2005,558.25,23.28
28/10/2005,574,15.06
27/10/2005,579.25,13.33
26/10/2005,591,22.01
25/10/2005,576.25,13.91
24/10/2005,563.5,13.36
21/10/2005,561.5,18.08
20/10/2005,571,14.22
19/10/2005,588,9.5
18/10/2005,594.25,8.31
17/10/2005,605.25,10.6
14/10/2005,587,14.14
13/10/2005,610,14.76
12/10/2005,611.75,26.01
11/10/2005,609.5,28.41
10/10/2005,596.5,21.28
07/10/2005,596.5,17.68
06/10/2005,595,18.99
05/10/2005,615.75,18.52
04/10/2005,609,22.29
03/10/2005,628.75,17.29
30/09/2005,628.5,20.47
29/09/2005,632,16.96
28/09/2005,642.25,21.72
27/09/2005,625.25,20.25
26/09/2005,608.5,13.47
25/09/2005,632,
23/09/2005,593.5,16.58
22/09/2005,631.25,15.98
21/09/2005,627,18.64
20/09/2005,605.5,15.51
19/09/2005,627,18.36
16/09/2005,581.25,11.91
15/09/2005,599,9.64
14/09/2005,597.5,14.91
13/09/2005,582.5,18.3
12/09/2005,568.75,32.36
09/09/2005,601.75,25.8
08/09/2005,596.25,26.34
07/09/2005,623,25.27
06/09/2005,632.75,21.17
05/09/2005,622.5,11.24
02/09/2005,637,23.41
01/09/2005,652.5,19.04
31/08/2005,637.5,23.09
30/08/2005,625,17.57
26/08/2005,600,12
25/08/2005,600.25,9.5
24/08/2005,592.75,9.14
23/08/2005,590,11.51
22/08/2005,596.75,5.71
19/08/2005,588,7.8
18/08/2005,573.25,9.38
17/08/2005,581.75,11.25
16/08/2005,594.75,8.29
15/08/2005,595.5,11.66
12/08/2005,605.75,10.87
11/08/2005,597.75,31.88
10/08/2005,573.5,28.22
09/08/2005,566.75,21.89
08/08/2005,565.75,18.01
05/08/2005,542,16.19
04/08/2005,542.5,17.4
03/08/2005,538,15.98
02/08/2005,542.5,16.17
01/08/2005,547.5,13.07
29/07/2005,536,13.75
28/07/2005,526.75,10.62
27/07/2005,531,14.31
26/07/2005,536.25,12.06
25/07/2005,523.25,14.96
22/07/2005,522.25,8.19
21/07/2005,514.25,11.35
20/07/2005,524,9.36
19/07/2005,526.25,7.78
18/07/2005,527.25,7.68
15/07/2005,537.25,10.18
14/07/2005,530.5,12.85
13/07/2005,550.75,117.62
12/07/2005,557.25,25.08
11/07/2005,529,31.33
08/07/2005,555,25.53
07/07/2005,551.25,25.45
06/07/2005,565.75,20.1
05/07/2005,558.25,18.42
04/07/2005,548.5,6.95
01/07/2005,545,14.16
30/06/2005,529.5,18.69
29/06/2005,518,14.06
28/06/2005,534.25,8.78
27/06/2005,538.5,7.87
24/06/2005,528.5,9.77
23/06/2005,530.5,7.43
22/06/2005,519,14.22
21/06/2005,528.5,4.96
20/06/2005,530.5,6.66
17/06/2005,528.5,6.77
16/06/2005,518,8.13
15/06/2005,529,9.33
14/06/2005,532.75,8.31
13/06/2005,523,8.38
10/06/2005,514.5,22.92
09/06/2005,511,34.99
08/06/2005,505,20.75
07/06/2005,508.75,20.16
06/06/2005,510,15.48
03/06/2005,494.75,13.67
02/06/2005,492.25,16.42
01/06/2005,478.75,11.15
31/05/2005,458.75,9.55
27/05/2005,460,7.26
26/05/2005,462,6.6
25/05/2005,456.25,9.51
24/05/2005,442.75,9.43
23/05/2005,442.5,7.21
20/05/2005,444.5,7.71
19/05/2005,441.75,12.54
18/05/2005,435.75,14.45
17/05/2005,435.25,6.09
16/05/2005,430.75,8.18
13/05/2005,435.5,7.18
12/05/2005,437.75,21.29
11/05/2005,453,22.5
10/05/2005,465.5,20.34
09/05/2005,451.5,14.6
06/05/2005,461,16.41
05/05/2005,458,9.14
04/05/2005,468,12.39
03/05/2005,464,8.9
29/04/2005,470.5,11.95
28/04/2005,468.25,12.98
27/04/2005,476.5,6.69
26/04/2005,479,14.07
25/04/2005,494,7.4
22/04/2005,495.5,4.99
21/04/2005,485.5,5.8
20/04/2005,483,4.79
19/04/2005,476.25,5.29
18/04/2005,463.75,7.85
15/04/2005,470.75,7.12
14/04/2005,477.25,6.88
13/04/2005,470.75,11.78
12/04/2005,479,17.72
11/04/2005,475.75,20.65
08/04/2005,481.75,19.37
07/04/2005,505.75,20.65
06/04/2005,516,15.31
05/04/2005,522.5,15.72
04/04/2005,527.75,16.02
01/04/2005,516.5,15.29
31/03/2005,508.75,15.43
30/03/2005,479,10.18
29/03/2005,478.5,6.24
24/03/2005,480.5,5.8
23/03/2005,476.25,7.02
22/03/2005,490.75,6.79
21/03/2005,487.5,6.45
18/03/2005,485.75,7.72
17/03/2005,490.5,11.73
16/03/2005,488.5,11.7
15/03/2005,474,10.54
14/03/2005,465,6.39
11/03/2005,468,14.98
10/03/2005,472.25,25.01
09/03/2005,487,24.47
08/03/2005,478,21.1
07/03/2005,459.75,24.34
04/03/2005,461.25,20.95
03/03/2005,478.5,20.46
02/03/2005,464.75,20.79
01/03/2005,453.5,16.13
28/02/2005,448.75,14.75
25/02/2005,444,10.71
24/02/2005,447,16.71
23/02/2005,435.25,11.55
22/02/2005,434,19.76
21/02/2005,418.75,7.2
18/02/2005,404.75,3.93
17/02/2005,403.5,7.4
16/02/2005,394.5,4.86
15/02/2005,394.25,6.71
14/02/2005,385.75,4.62
11/02/2005,388.5,10.24
10/02/2005,395.25,24.27
09/02/2005,385.75,23.72
08/02/2005,376.75,21.38
07/02/2005,380,15.98
04/02/2005,388.25,9
03/02/2005,388,11.03
02/02/2005,393.5,14.95
01/02/2005,398.5,11.59
31/01/2005,393.25,11.01
28/01/2005,393.75,14.57
27/01/2005,414.75,10.93
26/01/2005,411.5,17.04
25/01/2005,410,11.03
24/01/2005,403.5,9.56
21/01/2005,401,7.32
20/01/2005,386.25,7.35
19/01/2005,390.75,7.8
18/01/2005,391,10.17
17/01/2005,395.25,2.71
14/01/2005,393.25,8.8
13/01/2005,392.25,10.5
12/01/2005,374.75,21.5
11/01/2005,380.5,21.07
10/01/2005,394.75,21.1
07/01/2005,376.25,18.58
06/01/2005,377,14.87
05/01/2005,358.25,20.46
04/01/2005,364.25,13.74
31/12/2004,365.25,1.94
30/12/2004,363.75,9.28
29/12/2004,356.25,11.87
24/12/2004,379.75,1.73
23/12/2004,388.75,4.68
22/12/2004,394.5,6.83
21/12/2004,408,4.42
20/12/2004,406,6.64
17/12/2004,415.25,6.46
16/12/2004,398,13.34
15/12/2004,398.25,9.26
14/12/2004,379,6.99
13/12/2004,375,6.89
10/12/2004,380.5,20.57
09/12/2004,387.75,20.25
08/12/2004,374.5,21.27
07/12/2004,368.75,15.89
06/12/2004,376.5,16.22
03/12/2004,369.25,14.38
02/12/2004,378.5,17.46
01/12/2004,409.25,18.65
30/11/2004,427.5,18.47
29/11/2004,438.75,11.08
26/11/2004,435.75,4.94
25/11/2004,437.5,5.91
24/11/2004,432.25,12.22
23/11/2004,441.25,12.12
22/11/2004,430.25,13.27
19/11/2004,438.25,16.69
18/11/2004,415.25,13.06
17/11/2004,410.5,13.53
16/11/2004,404,8.63
15/11/2004,398.5,9.84
12/11/2004,407.25,6.8
11/11/2004,407.75,20.64
10/11/2004,416.25,22.59
09/11/2004,415.5,20.68
08/11/2004,417.25,18.81
05/11/2004,412.5,16.69
04/11/2004,421.75,12.04
03/11/2004,421,15.1
02/11/2004,423.5,18.03
01/11/2004,426.5,18.1
29/10/2004,437.5,13.19
28/10/2004,454,14.82
27/10/2004,463.25,14.99
26/10/2004,474.75,11.65
25/10/2004,476.5,11.74
22/10/2004,475.25,15.35
21/10/2004,472,13.1
20/10/2004,470.75,16.03
19/10/2004,448.75,14.07
18/10/2004,454.25,11.42
15/10/2004,463.75,11.48
14/10/2004,465,16.02
13/10/2004,448.75,18.96
12/10/2004,471.5,29.28
11/10/2004,465.25,28.45
08/10/2004,452.75,25.05
07/10/2004,445,21.78
06/10/2004,435,17.73
05/10/2004,431,19.3
04/10/2004,428,10.34
01/10/2004,424.75,13.79
30/09/2004,429.25,12.98
29/09/2004,420.25,11.25
28/09/2004,419.5,13
27/09/2004,419.5,7.42
24/09/2004,413,8.75
23/09/2004,414.25,9.74
22/09/2004,414.5,9.61
21/09/2004,402.25,8.4
20/09/2004,391.75,5.49
17/09/2004,385.25,9.75
16/09/2004,374.25,8.29
15/09/2004,387.25,7.76
14/09/2004,387,13.05
13/09/2004,380,9.97
10/09/2004,385.25,24.44
09/09/2004,388.75,29.24
08/09/2004,374.25,18.82
07/09/2004,370.5,17.15
06/09/2004,371.5,5.84
03/09/2004,372,9.39
02/09/2004,380.75,15.91
01/09/2004,368.25,20.18
31/08/2004,351.5,14.69
27/08/2004,359.25,9.38
26/08/2004,362,15.88
25/08/2004,378.25,12.93
24/08/2004,383.5,9.51
23/08/2004,391.25,8.77
20/08/2004,398,5.3
19/08/2004,396,6.94
18/08/2004,389.75,7.87
17/08/2004,387.5,6.86
16/08/2004,384.5,6.41
13/08/2004,383.5,6.61
12/08/2004,378.25,20.82
11/08/2004,370.75,29.41
10/08/2004,374,24.9
09/08/2004,384.5,20.24
06/08/2004,375.75,18.83
05/08/2004,382,16.03
04/08/2004,377.25,16.02
03/08/2004,375.25,10.26
02/08/2004,368.75,9.64
30/07/2004,366.5,12.53
29/07/2004,360.25,9.19
28/07/2004,365.5,8.66
27/07/2004,358.5,6.98
26/07/2004,356.75,7.6
23/07/2004,355.25,13.92
22/07/2004,354.25,8.88
21/07/2004,344.75,5.28
20/07/2004,348.25,8.31
19/07/2004,350.5,3.07
16/07/2004,350.5,7.62
15/07/2004,345.25,12.99
14/07/2004,336.5,11.33
13/07/2004,332.25,11.8
12/07/2004,347.75,22.42
09/07/2004,342.5,18.54
08/07/2004,343.25,21.6
07/07/2004,340,19.66
06/07/2004,345.75,12.94
05/07/2004,338.25,7.28
02/07/2004,334.5,12.51
01/07/2004,333,21.89
30/06/2004,317.75,15.95
29/06/2004,307,9.28
28/06/2004,305.75,11.5
25/06/2004,315.25,5.93
24/06/2004,316.5,9.26
23/06/2004,309.25,5
22/06/2004,311.25,4.86
21/06/2004,314.5,5.29
18/06/2004,317,7.39
17/06/2004,315.25,9.5
16/06/2004,306.5,10.27
15/06/2004,306.25,10.85
14/06/2004,311.25,8.68
11/06/2004,311,4.2
10/06/2004,316.75,23.39
09/06/2004,307,25.13
08/06/2004,308,20.46
07/06/2004,305.75,23.23
04/06/2004,307.25,14.16
03/06/2004,309.75,18.09
02/06/2004,323.75,13.54
01/06/2004,330.5,13.54
28/05/2004,309,8.12
27/05/2004,308.5,11.16
26/05/2004,318.5,8.68
25/05/2004,316.75,10.04
24/05/2004,323.25,11.38
21/05/2004,306.5,8.63
20/05/2004,319.25,8.07
19/05/2004,320,8.1
18/05/2004,313.5,10.7
17/05/2004,319.75,7.32
14/05/2004,322.25,9.48
13/05/2004,316.75,9.79
12/05/2004,326.75,28.9
11/05/2004,314.25,23.44
10/05/2004,313.5,21.32
07/05/2004,317.25,18.98
06/05/2004,317.5,18.82
05/05/2004,311.75,16.94
04/05/2004,310.75,17.93
30/04/2004,298.5,18.22
29/04/2004,290.5,9.7
28/04/2004,294.75,17.36
27/04/2004,291.25,11.32
26/04/2004,285.75,6.2
23/04/2004,279,10.83
22/04/2004,284.5,10.36
21/04/2004,281.25,10.62
20/04/2004,284.75,10.33
19/04/2004,292,6
16/04/2004,286.5,8.04
15/04/2004,288,13.69
14/04/2004,279.5,16.88
13/04/2004,282,10.16
08/04/2004,282.75,23.14
07/04/2004,281,30.94
06/04/2004,266.25,17.28
05/04/2004,260.5,15.26
02/04/2004,258.25,18.9
01/04/2004,269,14.06
31/03/2004,271,13.15
30/03/2004,274.5,11.05
29/03/2004,267.25,8.38
26/03/2004,269,9.03
25/03/2004,270.75,8.69
24/03/2004,276,8.97
23/03/2004,278.25,8.91
22/03/2004,271.25,8.34
19/03/2004,276.5,9.49
18/03/2004,279.5,13.6
17/03/2004,280.75,12.49
16/03/2004,273.25,10.06
15/03/2004,275.5,9.71
12/03/2004,261,11.21
11/03/2004,273.25,22.99
10/03/2004,266.25,25.62
09/03/2004,269,21.97
08/03/2004,274,13.92
05/03/2004,275,15.25
04/03/2004,274,16.93
03/03/2004,269.75,14.8
02/03/2004,278.5,14.79
01/03/2004,274,13.69
27/02/2004,270,11.57
26/02/2004,266.25,14.29
25/02/2004,264.75,13.61
24/02/2004,256.75,7.11
23/02/2004,256.5,8.85
20/02/2004,250.5,5.45
19/02/2004,258.5,7.58
18/02/2004,259.5,3.34
17/02/2004,260,2.44
16/02/2004,256.5,4.52
13/02/2004,257,4.64
12/02/2004,254,29.22
11/02/2004,253.75,21.27
10/02/2004,250.25,22.05
09/02/2004,245.5,16.39
06/02/2004,244,13.01
05/02/2004,244,15.98
04/02/2004,249.5,15.61
03/02/2004,258.5,12.31
02/02/2004,254,13.87
30/01/2004,254.25,18.4
29/01/2004,252.75,15.87
28/01/2004,259.25,18.93
27/01/2004,269,12.74
26/01/2004,268.5,12.77
23/01/2004,276.75,8.47
22/01/2004,271.5,16.48
21/01/2004,278,9.05
20/01/2004,278.25,12.74
19/01/2004,273.75,3.34
16/01/2004,267.25,8.98
15/01/2004,267.25,16.79
14/01/2004,269,15.08
13/01/2004,278,15.68
12/01/2004,284.5,28.45
09/01/2004,286.5,29.82
08/01/2004,279,23.98
07/01/2004,280,20.14
06/01/2004,284,25.83
05/01/2004,279,15.93
02/01/2004,267.5,2.75
31/12/2003,267.75,1.73
30/12/2003,268.25,5.88
29/12/2003,262.5,5.35
24/12/2003,261,1.92
23/12/2003,258.5,3.93
22/12/2003,262,4.55
19/12/2003,272.25,7.79
18/12/2003,271.25,5.26
17/12/2003,271.75,8.33
16/12/2003,267.75,8.65
15/12/2003,268.25,8.26
12/12/2003,263.25,2.06
11/12/2003,261.25,18.2
10/12/2003,263.5,25.41
09/12/2003,264.75,23.3
08/12/2003,266,12.98
05/12/2003,255.5,13.97
04/12/2003,259.25,16.6
03/12/2003,252.5,13.77
02/12/2003,254.25,12.58
01/12/2003,245.5,11.87
28/11/2003,249.75,4.8
27/11/2003,250.75,6.04
26/11/2003,248.25,11.24
25/11/2003,243.5,13.18
24/11/2003,250,11.99
21/11/2003,259.5,7.4
20/11/2003,263.5,11.69
19/11/2003,266,13.33
18/11/2003,261.75,8.02
17/11/2003,259.25,11.72
14/11/2003,263,11.41
13/11/2003,256,5.52
12/11/2003,255,18.66
11/11/2003,255.75,17.66
10/11/2003,254,18.96
07/11/2003,254.25,17.82
06/11/2003,250.25,19.15
05/11/2003,249.5,15.55
04/11/2003,239.25,11.77
03/11/2003,242.5,12.52
31/10/2003,242.5,15.11
30/10/2003,238.25,15.89
29/10/2003,243.5,16.78
28/10/2003,243.75,10.34
27/10/2003,247.25,11.69
24/10/2003,251.75,8.85
23/10/2003,250,8.05
22/10/2003,251.25,19.18
21/10/2003,252,14.86
20/10/2003,250,13.19
17/10/2003,246.25,13.8
16/10/2003,259.75,11.03
15/10/2003,261.25,12.66
14/10/2003,264,13.58
13/10/2003,262.25,14.63
10/10/2003,274.25,30.39
09/10/2003,257,36
08/10/2003,244.5,16.89
07/10/2003,245,20.34
06/10/2003,245,12.35
03/10/2003,243.5,15.51
02/10/2003,241.75,16.84
01/10/2003,236.75,13.96
30/09/2003,236.25,12.81
29/09/2003,232,10.39
26/09/2003,226.5,10.22
25/09/2003,227.25,16.76
24/09/2003,228.5,17.58
23/09/2003,218.5,11.7
22/09/2003,216.75,11.74
19/09/2003,213.25,6.87
18/09/2003,216.75,8.75
17/09/2003,219,11.56
16/09/2003,223,7.8
15/09/2003,226.5,3.8
12/09/2003,226,12.03
11/09/2003,231.5,25.45
10/09/2003,233.25,17.34
09/09/2003,232.75,11.86
08/09/2003,234.5,12.07
05/09/2003,232,11.47
04/09/2003,231.75,16.04
03/09/2003,237,15.57
02/09/2003,238.5,17.85
01/09/2003,248.5,8.35
29/08/2003,254.5,8.44
28/08/2003,250.5,8.09
27/08/2003,248.5,14.29
26/08/2003,252.5,5.21
22/08/2003,255.25,5.36
21/08/2003,252.5,6.67
20/08/2003,245,6.63
19/08/2003,243.5,7.62
18/08/2003,246.5,4.1
15/08/2003,245,4.76
14/08/2003,243.5,13.93
13/08/2003,248.75,8.49
12/08/2003,253,19.67
11/08/2003,254,19.32
08/08/2003,253.5,15.9
07/08/2003,256.25,9.95
06/08/2003,253,12.7
05/08/2003,257.25,16.5
04/08/2003,256,9.73
01/08/2003,253,11.39
31/07/2003,243.75,9.81
30/07/2003,237.75,8.07
29/07/2003,237.25,6
28/07/2003,234,4.05
25/07/2003,237,7.18
24/07/2003,233.75,6.91
23/07/2003,231.75,7.31
22/07/2003,233.75,7.46
21/07/2003,238.75,5.62
18/07/2003,242.75,4.53
17/07/2003,241.5,4.15
16/07/2003,240,12.08
15/07/2003,244,6.84
14/07/2003,242.75,6.5
11/07/2003,247.5,7.9
10/07/2003,244.75,18.15
09/07/2003,238,22.45
08/07/2003,233,19.28
07/07/2003,233,11.18
04/07/2003,232,10.33
03/07/2003,239.5,11.54
02/07/2003,235,11.68
01/07/2003,233.75,12.76
30/06/2003,236,7.79
27/06/2003,228,11.03
26/06/2003,228.75,6.22
25/06/2003,232.75,8.91
24/06/2003,225.75,4.5
23/06/2003,228.25,6.36
20/06/2003,227,7.87
19/06/2003,221,7.03
18/06/2003,220.5,5.78
17/06/2003,225.25,7.7
16/06/2003,224.25,4.69
13/06/2003,221.5,6.02
12/06/2003,231.5,26.42
11/06/2003,237.5,18.74
10/06/2003,234,14.2
09/06/2003,238.25,15.75
06/06/2003,233,11.18
05/06/2003,231.25,10.04
04/06/2003,226.5,23.13
03/06/2003,230.25,15.95
02/06/2003,230.75,16.92
30/05/2003,221.25,11.26
29/05/2003,221.25,11.38
28/05/2003,217.75,7.86
27/05/2003,218.25,6.62
23/05/2003,221.5,7.84
22/05/2003,220.25,10.32
21/05/2003,222.75,7.7
20/05/2003,214,8.81
19/05/2003,221.75,3.46
16/05/2003,219.25,9.9
15/05/2003,221.75,9.72
14/05/2003,218.25,6.96
13/05/2003,215.75,5.41
12/05/2003,216.5,19.71
09/05/2003,214.25,20.05
08/05/2003,211.5,17.26
07/05/2003,205.5,15.73
06/05/2003,205,9.09
02/05/2003,201.75,13.49
01/05/2003,208,7.76
30/04/2003,205.5,6.71
29/04/2003,201.75,7.79
28/04/2003,206,9.4
25/04/2003,210.75,5.99
24/04/2003,206.75,11.29
23/04/2003,207.5,8.19
22/04/2003,217.75,5.25
17/04/2003,217.75,4.7
16/04/2003,216.25,9.18
15/04/2003,214.75,9.99
14/04/2003,212,8.08
11/04/2003,205.5,9.5
10/04/2003,215.5,17.75
09/04/2003,213.75,19.05
08/04/2003,212,16.69
07/04/2003,208,12.11
04/04/2003,207.5,8.91
03/04/2003,214.75,10.14
02/04/2003,212.25,10.74
01/04/2003,224,8.72
31/03/2003,229.75,5.55
28/03/2003,231.25,6.69
27/03/2003,224.75,10.02
26/03/2003,215,7.68
25/03/2003,222.25,9.05
24/03/2003,218,9.98
21/03/2003,212.25,15.71
20/03/2003,233.75,6.77
19/03/2003,239,7.85
18/03/2003,241.5,10.06
17/03/2003,252.75,10.28
14/03/2003,258,12.18
13/03/2003,275.25,8.67
12/03/2003,304,20.56
11/03/2003,306,22.8
10/03/2003,318.25,16.23
07/03/2003,313,14.4
06/03/2003,304,12.32
05/03/2003,301,22.37
04/03/2003,302.25,22.15
03/03/2003,294.25,13.36
28/02/2003,301.5,10.13
27/02/2003,297.75,12.87
26/02/2003,294.5,10.61
25/02/2003,298,13.12
24/02/2003,296.25,12.27
21/02/2003,286.25,4.29
20/02/2003,284,8.9
19/02/2003,287,5.92
18/02/2003,282.5,4.29
17/02/2003,279.25,5.3
14/02/2003,284,8.47
13/02/2003,284.75,8.36
12/02/2003,294.75,23.3
11/02/2003,297,28.39
10/02/2003,301.25,27.38
07/02/2003,303,20.96
06/02/2003,286.25,19.44
05/02/2003,277.5,20.42
04/02/2003,269.75,17.72
03/02/2003,265.5,13.25
31/01/2003,268,12.76
30/01/2003,267.25,12.39
29/01/2003,263.75,16.29
28/01/2003,257.75,8.64
27/01/2003,257.25,7.58
24/01/2003,256,7.96
23/01/2003,249.75,12.21
22/01/2003,254.5,11.85
21/01/2003,251.25,9.74
20/01/2003,255,3.14
17/01/2003,251.5,12.09
16/01/2003,255.25,9.14
15/01/2003,255.75,15.08
14/01/2003,254.25,14
13/01/2003,249,6.67
10/01/2003,254,29.71
09/01/2003,249,30.42
08/01/2003,241.25,29.59
07/01/2003,249.75,16.89
06/01/2003,257.5,25.42
03/01/2003,259.25,10.2
02/01/2003,252.75,10.16
31/12/2002,248.5,3.5
30/12/2002,252.25,5.67
27/12/2002,255.5,3.51
24/12/2002,253.25,2.81
23/12/2002,251.75,6.88
20/12/2002,245.5,4.47
19/12/2002,251,7.19
18/12/2002,247.75,8.06
17/12/2002,242.5,6.78
16/12/2002,242.25,8.76
13/12/2002,234.5,9.38
12/12/2002,233.25,31.77
11/12/2002,228.5,27.99
10/12/2002,226.5,19.38
09/12/2002,225.5,18.89
06/12/2002,222.5,16.14
05/12/2002,224,19.38
04/12/2002,222.5,21.72
03/12/2002,226,14
02/12/2002,226.75,12.61
29/11/2002,222.75,6.29
28/11/2002,222,6.75
27/11/2002,224.5,14.84
26/11/2002,220.5,12.46
25/11/2002,223.25,10.3
22/11/2002,222,15.12
21/11/2002,219.75,15.28
20/11/2002,216.75,18.49
19/11/2002,216.75,12.04
18/11/2002,210.75,10.3
15/11/2002,203,4.52
14/11/2002,201.5,14.96
13/11/2002,198,13.5
12/11/2002,206,25.75
11/11/2002,207,24.08
08/11/2002,205.75,17.32
07/11/2002,209,19.58
06/11/2002,208,15.48
05/11/2002,213,13.15
04/11/2002,218.5,10.57
01/11/2002,221.5,10.93
31/10/2002,221.75,12.77
30/10/2002,216.5,13.9
29/10/2002,219,6.71
28/10/2002,219.5,12.1
25/10/2002,223.25,10.87
24/10/2002,228.5,7.57
23/10/2002,227,8.22
22/10/2002,226.75,11.38
21/10/2002,230.25,8.83
18/10/2002,240,6.75
17/10/2002,239.25,6.35
16/10/2002,242.25,11.07
15/10/2002,241,10.26
14/10/2002,243.25,7.11
11/10/2002,238,7.92
10/10/2002,234.5,25.47
09/10/2002,239.5,24.04
08/10/2002,238.25,22.86
