Date,Price,"Vol., thsd."
19/04/2010,692.25,90.81
16/04/2010,709.5,43.48
15/04/2010,719.5,42.75
14/04/2010,718.25,56.75
13/04/2010,704,73.49
12/04/2010,712.5,74.34
09/04/2010,707.5,78.93
08/04/2010,707,78.86
07/04/2010,715.25,100.88
06/04/2010,723.5,70.79
05/04/2010,718.5,23.73
01/04/2010,701,51.32
31/03/2010,681,73.47
30/03/2010,672.25,79
29/03/2010,677,67.85
26/03/2010,656.75,79.09
25/03/2010,662,68.07
24/03/2010,659.5,61.85
23/03/2010,668.75,42.25
22/03/2010,660.75,47.17
19/03/2010,657.25,47.39
18/03/2010,672.5,60.25
17/03/2010,675.25,89.24
16/03/2010,670.5,74.64
15/03/2010,649.5,72.76
12/03/2010,666.75,68.9
11/03/2010,665.25,115.53
10/03/2010,666.75,119.8
09/03/2010,653,109.36
08/03/2010,653,58.49
05/03/2010,655.25,53.61
04/03/2010,645.25,72.79
03/03/2010,649.25,79.37
02/03/2010,640.75,92.49
01/03/2010,636.5,80.68
26/02/2010,632.25,102.22
25/02/2010,617.25,95.63
24/02/2010,635.75,76.98
23/02/2010,633.5,78.7
22/02/2010,642,63.89
19/02/2010,636.25,75.43
18/02/2010,630.25,48.67
17/02/2010,616.75,35.35
16/02/2010,617,46.15
15/02/2010,590,15.9
12/02/2010,590,41.8
11/02/2010,596,97.23
10/02/2010,584.25,105.64
09/02/2010,579.5,106.83
08/02/2010,574.5,65.75
05/02/2010,582.25,92.49
04/02/2010,595.5,81.01
03/02/2010,624,73.92
02/02/2010,609,87.31
01/02/2010,593.5,72.21
29/01/2010,593.25,60.05
28/01/2010,590,70.98
27/01/2010,604,81.95
26/01/2010,603.5,53.39
25/01/2010,601.75,50.63
22/01/2010,605,60.74
21/01/2010,619.5,67.45
20/01/2010,621.75,53.61
19/01/2010,623.25,63.18
18/01/2010,630.75,24.78
15/01/2010,637,46.85
14/01/2010,643.25,50.98
13/01/2010,642.75,94.49
12/01/2010,658.25,99.73
11/01/2010,664,95.74
08/01/2010,663.5,75.8
07/01/2010,667.75,76.69
06/01/2010,668.5,74.54
05/01/2010,665.25,72.08
04/01/2010,659.75,70.23
01/01/2010,637,
31/12/2009,641.5,20.13
30/12/2009,642.25,43.2
29/12/2009,635.75,41.45
28/12/2009,634.5,20.17
25/12/2009,613,
24/12/2009,613.5,24.62
23/12/2009,617.75,42.78
22/12/2009,594.5,36.84
21/12/2009,608.75,25.93
18/12/2009,602.25,54.6
17/12/2009,599.25,43.2
16/12/2009,610.5,51.39
15/12/2009,597.75,35.19
14/12/2009,596.25,31.59
11/12/2009,590.5,33.05
10/12/2009,587,73.36
09/12/2009,607.5,96.81
08/12/2009,614.5,88.53
07/12/2009,622,66.38
04/12/2009,635.5,86.27
03/12/2009,633.5,61.89
02/12/2009,629.75,56.29
01/12/2009,644.75,70
30/11/2009,625.5,44.72
27/11/2009,617,40.77
26/11/2009,622.25,17.15
25/11/2009,621,50.12
24/11/2009,613.5,70.31
23/11/2009,639.75,51.17
20/11/2009,621.75,64.36
19/11/2009,632.75,66.16
18/11/2009,653.75,46.9
17/11/2009,642.5,43.93
16/11/2009,639.5,37.04
13/11/2009,622,54.09
12/11/2009,615.25,69.41
11/11/2009,635.25,80.17
10/11/2009,637.5,72.19
09/11/2009,638.75,79.24
06/11/2009,617.25,118.43
05/11/2009,648,51.45
04/11/2009,649.25,74.4
03/11/2009,633.75,69.1
02/11/2009,635.25,83.8
30/10/2009,632.25,70.54
29/10/2009,651,51.35
28/10/2009,631.75,50.31
27/10/2009,647.75,51.18
26/10/2009,644,64.18
23/10/2009,651.75,63.66
22/10/2009,660.25,57.83
21/10/2009,655.5,76.14
20/10/2009,644.75,65.89
19/10/2009,640,29.69
16/10/2009,632.75,62.98
15/10/2009,623.25,52.14
14/10/2009,613.5,41.62
13/10/2009,604.5,59.87
12/10/2009,593,70.73
09/10/2009,580.5,87.84
08/10/2009,572.75,83.44
07/10/2009,569.25,52.33
06/10/2009,576.5,61.26
05/10/2009,552,50.05
02/10/2009,561.25,40.99
01/10/2009,570.5,62.1
30/09/2009,559.5,56.26
29/09/2009,544.75,47.78
28/09/2009,549.75,41.17
25/09/2009,542.5,53.31
24/09/2009,547.5,68.48
23/09/2009,565.5,55.62
22/09/2009,580,27.89
21/09/2009,567.25,33.65
18/09/2009,586.75,25.54
17/09/2009,594,42.43
16/09/2009,570.25,46.65
15/09/2009,559.5,41.45
14/09/2009,559.75,36.17
11/09/2009,573,35.87
10/09/2009,567.75,68.77
09/09/2009,579,88.41
08/09/2009,575,69.23
07/09/2009,553.25,26.56
04/09/2009,545.5,60.71
03/09/2009,554.75,58.32
02/09/2009,561.75,56.08
01/09/2009,572.5,50.97
31/08/2009,569.25,28.57
28/08/2009,603.25,36.6
27/08/2009,587.25,29.42
26/08/2009,587.25,42.53
25/08/2009,609,47.01
24/08/2009,616.25,35.02
21/08/2009,608.25,25.01
20/08/2009,609.75,36.89
19/08/2009,606.25,31.38
18/08/2009,589,32.47
17/08/2009,576.5,23.37
14/08/2009,597.25,25.67
13/08/2009,615,35.5
12/08/2009,604.75,57.1
11/08/2009,600.25,67.95
10/08/2009,611.25,42.9
07/08/2009,613.75,49.35
06/08/2009,617,61.12
05/08/2009,613,57.36
04/08/2009,602.25,47.63
03/08/2009,598.5,49.7
31/07/2009,577.25,51.3
30/07/2009,571.5,44.8
29/07/2009,549.5,45.23
28/07/2009,571.5,33.87
27/07/2009,581.25,31.07
24/07/2009,574.75,40.29
23/07/2009,569.75,34.57
22/07/2009,553.5,71.8
21/07/2009,558.75,52.45
20/07/2009,545.75,23.7
17/07/2009,534.25,37.79
16/07/2009,522.75,43.66
15/07/2009,510.25,40.95
14/07/2009,499.25,50.67
13/07/2009,491.25,50.48
10/07/2009,485.75,64.68
09/07/2009,490.75,81.98
08/07/2009,497,74.83
07/07/2009,514,73.29
06/07/2009,527,50.19
03/07/2009,539.25,25.12
02/07/2009,545.5,63.83
01/07/2009,567.5,72.17
30/06/2009,567.75,55.35
29/06/2009,581.25,41.16
26/06/2009,568.75,63.36
25/06/2009,577.75,62.36
24/06/2009,574.75,47.27
23/06/2009,560.75,53.36
22/06/2009,559,42.92
19/06/2009,594.5,27.37
18/06/2009,596.25,30.79
17/06/2009,589.75,44.27
16/06/2009,600,34.85
15/06/2009,582,33.78
12/06/2009,593.75,37.84
11/06/2009,588.75,56.76
10/06/2009,578.5,70.71
09/06/2009,569,69.1
08/06/2009,560,57.12
05/06/2009,562.5,51.85
04/06/2009,566.75,46.95
03/06/2009,554.75,61.67
02/06/2009,567.5,66.04
01/06/2009,549.5,48.45
29/05/2009,534.75,59.26
28/05/2009,516.25,50.81
27/05/2009,500,43.64
26/05/2009,493.5,71.19
25/05/2009,491.25,6.31
22/05/2009,490.75,31.85
21/05/2009,487.5,37.22
20/05/2009,492,35.45
19/05/2009,480.5,37.25
18/05/2009,477.25,35.88
15/05/2009,477.75,45.51
14/05/2009,482.25,33.36
13/05/2009,493.25,43.81
12/05/2009,483.25,67.4
11/05/2009,481.5,80.15
08/05/2009,482,52.81
07/05/2009,483,63.89
06/05/2009,467.75,55.59
05/05/2009,455.5,67.28
04/05/2009,456.25,22.19
01/05/2009,444.25,37.86
30/04/2009,435,42.53
29/04/2009,434.5,38.79
28/04/2009,426.25,59.84
27/04/2009,428.25,50.44
24/04/2009,440.5,37.87
23/04/2009,428.5,32.75
22/04/2009,431.5,34.43
21/04/2009,435.75,41.62
20/04/2009,438.25,34.38
17/04/2009,465.75,22.64
16/04/2009,464.5,38.86
15/04/2009,455.5,35.36
14/04/2009,460.5,39.75
13/04/2009,445.25,12.21
09/04/2009,461.75,23.98
08/04/2009,457.5,60.04
07/04/2009,449,64.99
06/04/2009,448.5,49.5
03/04/2009,451,38.21
02/04/2009,458.25,46.88
01/04/2009,421.5,42.43
31/03/2009,427.5,36.08
30/03/2009,447,41.67
27/03/2009,461.75,50.75
26/03/2009,471,39.46
25/03/2009,473.25,46.13
24/03/2009,476.25,33.03
23/03/2009,475.75,30.02
20/03/2009,444,15.16
19/03/2009,436.25,33.27
18/03/2009,410.5,22.97
17/03/2009,408,29.41
16/03/2009,390,27.28
13/03/2009,398.5,15.68
12/03/2009,368.25,60.13
11/03/2009,372.5,76.03
10/03/2009,392.75,68.69
09/03/2009,390,52.58
06/03/2009,372.75,46.18
05/03/2009,374.25,51.2
04/03/2009,390,64.77
03/03/2009,368.25,47.78
02/03/2009,372.5,47.94
27/02/2009,392.75,32.31
26/02/2009,407,41.12
25/02/2009,383.25,57.58
24/02/2009,378.5,30.58
23/02/2009,381.5,34.78
20/02/2009,370.75,32.21
19/02/2009,377.5,29.4
18/02/2009,372.75,28.62
17/02/2009,386.75,26.47
16/02/2009,405.75,14.44
13/02/2009,418.5,29.59
12/02/2009,415.75,61.49
11/02/2009,418.75,73.63
10/02/2009,434,57.28
09/02/2009,442.75,44.99
06/02/2009,420.5,46
05/02/2009,424.5,39.13
04/02/2009,428.5,46.5
03/02/2009,427.75,35.4
02/02/2009,433.75,45.19
30/01/2009,454.25,41.55
29/01/2009,447.5,51.66
28/01/2009,443.75,62.21
27/01/2009,436,34.56
26/01/2009,463,37.32
23/01/2009,424,38.42
22/01/2009,426.75,49.46
21/01/2009,435.5,28.08
20/01/2009,453,38.91
19/01/2009,444.25,27.56
16/01/2009,470,31.38
15/01/2009,463.5,42.12
14/01/2009,462,57.05
13/01/2009,481.75,40.85
12/01/2009,453,60.28
09/01/2009,460.25,73.38
08/01/2009,482.75,70.75
07/01/2009,504.25,68.46
06/01/2009,517.75,80.61
05/01/2009,484,58.18
02/01/2009,434.75,22.24
31/12/2008,424.75,15.42
30/12/2008,422.5,18.41
29/12/2008,414,20.34
26/12/2008,409,2.18
24/12/2008,411.75,13.14
23/12/2008,426.25,31.19
22/12/2008,448.75,19.16
19/12/2008,453.5,33.82
18/12/2008,463,27.93
17/12/2008,477.5,37.66
16/12/2008,477.5,37.37
15/12/2008,494.5,34.99
12/12/2008,469.25,31.52
11/12/2008,466.25,66.22
10/12/2008,440.25,69.99
09/12/2008,452.75,52.75
08/12/2008,457,54.63
05/12/2008,447.5,46.14
04/12/2008,489.75,54.82
03/12/2008,488,52.65
02/12/2008,497.25,48.33
01/12/2008,512.75,44.03
28/11/2008,532.5,29.29
27/11/2008,549.5,18.19
26/11/2008,552,42.65
25/11/2008,539.25,49.23
24/11/2008,560.25,37.72
21/11/2008,527.75,25.91
20/11/2008,537.25,31.27
19/11/2008,555.5,34.34
18/11/2008,563.75,36.05
17/11/2008,586,29.15
14/11/2008,583.75,33.75
13/11/2008,580.25,31.96
12/11/2008,586.75,59.72
11/11/2008,607,51.49
10/11/2008,629.25,59.69
07/11/2008,622.75,39.44
06/11/2008,616,47.78
05/11/2008,650.25,48.83
04/11/2008,674.25,56
03/11/2008,642,40.51
31/10/2008,633.5,44.66
30/10/2008,626,38.53
29/10/2008,656.25,35.7
28/10/2008,621.5,40.2
27/10/2008,629,32.95
24/10/2008,630.5,35.18
23/10/2008,668,35.67
22/10/2008,664.25,42.04
21/10/2008,688.25,50.43
20/10/2008,692.25,37.09
17/10/2008,681.5,39.3
16/10/2008,676.5,59.49
15/10/2008,709.25,32.78
14/10/2008,749.75,38.68
13/10/2008,751,40.9
10/10/2008,723.75,58.07
09/10/2008,782,57.94
08/10/2008,783.75,59.68
07/10/2008,811,52.34
06/10/2008,823.75,51.9
03/10/2008,875,56.7
02/10/2008,887.75,48.62
01/10/2008,910.75,49.07
30/09/2008,911.25,51.98
29/09/2008,917.75,47.92
26/09/2008,959.25,31.7
25/09/2008,962.75,43.33
24/09/2008,979.25,59.02
23/09/2008,964,50.57
22/09/2008,961.75,45.22
19/09/2008,904.5,24.5
18/09/2008,898,39.17
17/09/2008,878.5,40.62
16/09/2008,878,50
15/09/2008,896.75,36.09
12/09/2008,938.5,56.76
11/09/2008,928.75,62.93
10/09/2008,922.25,66.08
09/09/2008,940.75,60.11
08/09/2008,961,40.44
05/09/2008,957,37.12
04/09/2008,976.5,46.99
03/09/2008,979.25,54.58
02/09/2008,985.5,51.52
01/09/2008,993.25,32.27
29/08/2008,1037.75,32.04
28/08/2008,1040,55.23
27/08/2008,1049,46.52
26/08/2008,1043,39.16
25/08/2008,1029,13.68
22/08/2008,1039.5,29.68
21/08/2008,1077.75,29.32
20/08/2008,1011.5,26.95
19/08/2008,1016.5,20.77
18/08/2008,1010.25,15.93
15/08/2008,998.5,20
14/08/2008,1024.25,19.45
13/08/2008,1027,29.09
12/08/2008,1012,50.17
11/08/2008,1025.25,46.88
08/08/2008,1025.5,40.16
07/08/2008,1063.25,50.48
06/08/2008,1054.5,40.93
05/08/2008,1071.75,45.06
04/08/2008,1109,42.55
01/08/2008,1129.75,44.38
31/07/2008,1131.75,39.48
30/07/2008,1135.25,43.6
29/07/2008,1141.5,36.55
28/07/2008,1166,27.01
25/07/2008,1160.25,27.59
24/07/2008,1168.75,32.61
23/07/2008,1177,48.04
22/07/2008,1195.5,30.4
21/07/2008,1216.75,25.49
18/07/2008,1216.5,35.5
17/07/2008,1256.5,37.91
16/07/2008,1245.25,33.15
15/07/2008,1261.5,27.58
14/07/2008,1318.5,22.94
11/07/2008,1333.75,32.24
10/07/2008,1273.75,62.18
09/07/2008,1240.25,69
08/07/2008,1228.5,59.26
07/07/2008,1276.75,45.8
04/07/2008,1303.75,14.38
03/07/2008,1318.25,36.31
02/07/2008,1294.5,42.71
01/07/2008,1283.75,34.35
30/06/2008,1268.5,35.34
27/06/2008,1271.5,35.17
26/06/2008,1259,35.75
25/06/2008,1211.25,35.52
24/06/2008,1243.75,37.06
23/06/2008,1248.25,24.12
20/06/2008,1238,16.5
19/06/2008,1227.25,25.53
18/06/2008,1218.25,26.09
17/06/2008,1243,23.24
16/06/2008,1268.75,26.6
13/06/2008,1252,20.96
12/06/2008,1242.25,42.75
11/06/2008,1254.25,47.76
10/06/2008,1259.5,49.81
09/06/2008,1258.5,55.27
06/06/2008,1249.5,50.46
05/06/2008,1155.25,41.82
04/06/2008,1149,45.37
03/06/2008,1185.25,38.29
02/06/2008,1196.75,35.99
30/05/2008,1191.75,39.44
29/05/2008,1230.75,46.15
28/05/2008,1248.25,33.27
27/05/2008,1262.75,24.28
26/05/2008,1283,2.15
23/05/2008,1286.5,29.75
22/05/2008,1277.75,47.53
21/05/2008,1255.5,32.37
20/05/2008,1229.75,24.03
19/05/2008,1197,22.58
16/05/2008,1198.25,18.5
15/05/2008,1193.75,11.5
14/05/2008,1191.75,31.02
13/05/2008,1197,28.99
12/05/2008,1177.5,51.53
09/05/2008,1170,58.82
08/05/2008,1131.75,57.08
07/05/2008,1103,58.47
06/05/2008,1097,44.55
05/05/2008,1079.75,17.43
02/05/2008,1054.75,34.32
01/05/2008,1022.75,27.1
30/04/2008,1047.5,47.84
29/04/2008,1062.5,50.23
28/04/2008,1063.5,31.99
25/04/2008,1068.25,30.36
24/04/2008,1058.75,45.36
23/04/2008,1054.75,32.41
22/04/2008,1055.75,41.06
21/04/2008,1042,23.7
18/04/2008,1036.75,20.07
17/04/2008,1024.25,20.5
16/04/2008,1031.5,30.3
15/04/2008,1027,22.34
14/04/2008,1005.5,14.94
11/04/2008,999.75,30.69
10/04/2008,1031.75,55.22
09/04/2008,1008.5,49.68
08/04/2008,981.25,50.34
07/04/2008,982,49.43
04/04/2008,947.5,29.12
03/04/2008,942.75,34.18
02/04/2008,911.5,39.67
01/04/2008,915.25,34.94
31/03/2008,954.75,32.34
28/03/2008,947.25,20.09
27/03/2008,948,39.11
26/03/2008,934.25,25.13
25/03/2008,898.5,31.83
24/03/2008,916.75,5.94
20/03/2008,911.25,28.88
19/03/2008,944,30.8
18/03/2008,960.75,42.89
17/03/2008,940.75,43.22
14/03/2008,974.75,38.43
13/03/2008,958.25,33.83
12/03/2008,957.5,59.89
11/03/2008,950.25,53.5
10/03/2008,947.5,50.52
07/03/2008,943.75,51.03
06/03/2008,939.75,41.8
05/03/2008,930,61.3
04/03/2008,892,58.39
03/03/2008,914.25,51.35
29/02/2008,895.5,32.83
28/02/2008,887.75,44.8
27/02/2008,875.5,38.63
26/02/2008,879.25,43.62
25/02/2008,877.5,36.77
22/02/2008,866.75,32.64
21/02/2008,869,39.99
20/02/2008,864.5,32.94
19/02/2008,857.5,44.15
18/02/2008,836,10.94
15/02/2008,837.5,28.04
14/02/2008,830.75,31.48
13/02/2008,817.75,72.79
12/02/2008,828.75,67.82
11/02/2008,833.75,71.97
08/02/2008,805.25,68.6
07/02/2008,776,55.67
06/02/2008,774,54.38
05/02/2008,776,45.61
04/02/2008,790,36.04
01/02/2008,790.5,48.66
31/01/2008,787.75,46.26
30/01/2008,800.25,41.78
29/01/2008,799.25,46.48
28/01/2008,785.75,34.9
25/01/2008,789,32.81
24/01/2008,765.25,36.78
23/01/2008,764,32.85
22/01/2008,770,30.15
21/01/2008,770.75,13.46
18/01/2008,782.25,22.47
17/01/2008,778.75,39.88
16/01/2008,774,26.91
15/01/2008,791.75,32.29
14/01/2008,802.5,26.6
11/01/2008,792,36.88
10/01/2008,804.5,66.17
09/01/2008,836.75,74.77
08/01/2008,833,70.33
07/01/2008,811.75,67.43
04/01/2008,840.25,39.11
03/01/2008,854.25,49.3
02/01/2008,848,33.52
31/12/2007,831.25,11.06
28/12/2007,836.5,21.58
27/12/2007,837.5,15.19
26/12/2007,833.75,5.78
24/12/2007,820.75,4.83
21/12/2007,808,14.61
20/12/2007,811.5,21.91
19/12/2007,806,30.61
18/12/2007,803.5,30.31
17/12/2007,805.5,25.97
14/12/2007,813,20.7
13/12/2007,815.75,33.95
12/12/2007,812.75,67.03
11/12/2007,780.5,52.88
10/12/2007,784.5,43.01
07/12/2007,780,43.27
06/12/2007,783.75,49.94
05/12/2007,791.25,57.12
04/12/2007,783,56.71
03/12/2007,777,51.41
30/11/2007,787,56.91
29/11/2007,822.25,50.02
28/11/2007,815.25,43.36
27/11/2007,836,36.16
26/11/2007,844.25,34.06
23/11/2007,848.5,18.54
22/11/2007,842,13.89
21/11/2007,840.5,40.76
20/11/2007,836.75,49.05
19/11/2007,814,37.9
16/11/2007,813.25,28.45
15/11/2007,800.75,36.35
14/11/2007,802.75,45.9
13/11/2007,789.75,40.72
12/11/2007,813.25,57.62
09/11/2007,822.75,52.36
08/11/2007,830,41.21
07/11/2007,825,64.19
06/11/2007,819,83.56
05/11/2007,803,53.04
02/11/2007,798.75,53.05
01/11/2007,786.25,46.93
31/10/2007,785.75,50.01
30/10/2007,769.5,48.92
29/10/2007,771,30.07
26/10/2007,758.5,29.54
25/10/2007,744,31.5
24/10/2007,734.25,25.56
23/10/2007,720.5,20.59
22/10/2007,723.25,22.89
19/10/2007,732,27.34
18/10/2007,732.5,31.34
17/10/2007,730.5,27.3
16/10/2007,725.75,37.59
15/10/2007,712.25,23.96
12/10/2007,701.5,40.47
11/10/2007,704.25,67.49
10/10/2007,683.75,54.55
09/10/2007,683.5,64.64
08/10/2007,676.75,50.96
05/10/2007,692.25,46.43
04/10/2007,679.5,41.71
03/10/2007,679.25,56.91
02/10/2007,675.25,46.66
01/10/2007,688,51.51
28/09/2007,711,34.2
27/09/2007,703,40.49
26/09/2007,688,39.38
25/09/2007,694.75,50.91
24/09/2007,706.25,34.06
21/09/2007,708.5,28.31
20/09/2007,702.25,32.96
19/09/2007,700.75,29.23
18/09/2007,693.75,21.13
17/09/2007,693.25,20.63
14/09/2007,690.75,28.18
13/09/2007,686,34.08
12/09/2007,686.5,58.61
11/09/2007,681.25,68.75
10/09/2007,673.5,61.59
07/09/2007,667.75,51.19
06/09/2007,667.25,62.07
05/09/2007,651.25,48.32
04/09/2007,649.5,41.51
03/09/2007,646.75,17.02
31/08/2007,642,26.47
30/08/2007,637.25,27.02
29/08/2007,636.25,39
28/08/2007,627.75,30.49
27/08/2007,618.75,11.44
24/08/2007,622,19.65
23/08/2007,617.25,23.53
22/08/2007,609.75,21.03
21/08/2007,616.75,30.95
20/08/2007,619.25,22.66
17/08/2007,629.5,30.24
16/08/2007,619,39.51
15/08/2007,635.75,23.71
14/08/2007,617.75,27.27
13/08/2007,634,26.15
10/08/2007,617.75,76.69
09/08/2007,621.75,53.75
08/08/2007,619.25,44.5
07/08/2007,617.75,46.85
06/08/2007,625.5,33.33
03/08/2007,643.5,33.9
02/08/2007,650.75,39.38
01/08/2007,658.25,36.5
31/07/2007,657.5,33.69
30/07/2007,647,28.41
27/07/2007,648.25,34.51
26/07/2007,659.25,37.67
25/07/2007,640,22.58
24/07/2007,642.75,31.19
23/07/2007,649.75,16.33
20/07/2007,658.75,13.46
19/07/2007,658.75,21.64
18/07/2007,653.5,29.62
17/07/2007,653,27.49
16/07/2007,661.25,30.53
13/07/2007,658.75,27.24
12/07/2007,660,60.28
11/07/2007,653.5,47.59
10/07/2007,657,40.6
09/07/2007,650,34.89
06/07/2007,648.25,38.46
05/07/2007,641.25,35.55
04/07/2007,638.25,9.23
03/07/2007,638,32.85
02/07/2007,628.75,24.06
29/06/2007,629.75,30.87
28/06/2007,630.25,25.94
27/06/2007,629,25.07
26/06/2007,623.5,19.54
25/06/2007,625.75,20.67
22/06/2007,634.25,19.42
21/06/2007,636.25,19.42
20/06/2007,620.75,28.38
19/06/2007,630.25,15.16
18/06/2007,632,16.73
15/06/2007,627,23.11
14/06/2007,622.75,23.27
13/06/2007,614,32.36
12/06/2007,601.75,43.8
11/06/2007,601.75,60.54
08/06/2007,608.5,42.6
07/06/2007,620.75,37.84
06/06/2007,615,27.88
05/06/2007,615.25,28.93
04/06/2007,615.5,45
01/06/2007,595.25,29.21
31/05/2007,591,25.16
30/05/2007,589.75,22.83
29/05/2007,600.5,31.46
28/05/2007,601.5,5.32
25/05/2007,609,14.3
24/05/2007,616.5,21.86
23/05/2007,609.75,18.21
22/05/2007,607.5,19.33
21/05/2007,607.75,11.03
18/05/2007,605.75,16.26
17/05/2007,602.5,18.38
16/05/2007,592,18.86
15/05/2007,596.5,33.64
14/05/2007,595,16.31
11/05/2007,594.75,46.86
10/05/2007,580.5,61.6
09/05/2007,571.5,70.81
08/05/2007,574.5,42.93
07/05/2007,567.75,33.07
04/05/2007,588.5,27.34
03/05/2007,582.25,35.33
02/05/2007,587,46
01/05/2007,601,31.13
30/04/2007,598,19.34
27/04/2007,594.75,29.44
26/04/2007,596.5,29.11
25/04/2007,594,30.9
24/04/2007,597.5,32.06
23/04/2007,591.75,28.1
20/04/2007,579,19.38
19/04/2007,577,31.7
18/04/2007,573.75,34.59
17/04/2007,589.5,28.68
16/04/2007,595,16.04
13/04/2007,607.5,35.68
12/04/2007,596,46.87
11/04/2007,593.5,49.83
10/04/2007,585,31.04
09/04/2007,590.75,18.68
05/04/2007,586,26.05
04/04/2007,584,25.3
03/04/2007,580,35.61
02/04/2007,589.25,24.91
30/03/2007,593.5,38.84
29/03/2007,578.75,34.04
28/03/2007,579,47.78
27/03/2007,558.5,22.31
26/03/2007,558,23.88
23/03/2007,547.5,25.19
22/03/2007,541,24.31
21/03/2007,532.25,24.63
20/03/2007,533,22.93
19/03/2007,536.25,11.65
16/03/2007,540.75,29.12
15/03/2007,533.5,14.83
14/03/2007,535.75,25.15
13/03/2007,542.5,28.48
12/03/2007,529.5,56.12
09/03/2007,540,44.68
08/03/2007,545,34
07/03/2007,547,35.34
06/03/2007,536.25,24.46
05/03/2007,537.25,25.14
02/03/2007,548.5,21.59
01/03/2007,549.25,25.04
28/02/2007,541.5,23.79
27/02/2007,547.25,26.15
26/02/2007,544.75,27.84
23/02/2007,543,26.87
22/02/2007,529.25,23.59
21/02/2007,521,21.97
20/02/2007,506.5,19.03
19/02/2007,518,11.31
16/02/2007,515.75,13.72
15/02/2007,505,15.41
14/02/2007,509.5,23.25
13/02/2007,520.25,31.89
12/02/2007,512,40.66
09/02/2007,529,56.45
08/02/2007,518.25,43.29
07/02/2007,523,45.49
06/02/2007,522.25,29.19
05/02/2007,528.5,37.28
02/02/2007,513.5,39.73
01/02/2007,518.25,37.3
31/01/2007,515.5,49.65
30/01/2007,497,34.53
29/01/2007,497.75,25
26/01/2007,498.25,24.99
25/01/2007,499.75,27.81
24/01/2007,493.75,28
23/01/2007,488.5,27.04
22/01/2007,494.5,28.78
19/01/2007,480,24.33
18/01/2007,468.5,26.95
17/01/2007,474.25,34.57
16/01/2007,475.25,26.45
15/01/2007,479.5,10.71
12/01/2007,476.25,38.78
11/01/2007,486.25,48.1
10/01/2007,487.5,49.15
09/01/2007,488,48.58
08/01/2007,492.25,41.75
05/01/2007,490.5,29.19
04/01/2007,498.75,33.8
03/01/2007,506.25,35.1
02/01/2007,522.25,22.61
29/12/2006,521.75,13.57
28/12/2006,526.5,15.02
27/12/2006,530.25,15.69
26/12/2006,526,5.19
22/12/2006,544.5,10.79
21/12/2006,544.75,24.64
20/12/2006,554.25,19.31
19/12/2006,543,17.56
18/12/2006,549.25,18.54
15/12/2006,557,21.61
14/12/2006,558.75,17.06
13/12/2006,551.75,30.4
12/12/2006,545,42.73
11/12/2006,543,47.99
08/12/2006,559.5,36.36
07/12/2006,550,34.81
06/12/2006,556,31.83
05/12/2006,557.25,34.73
04/12/2006,556.75,28.9
01/12/2006,565.5,32.48
30/11/2006,569.25,34.5
29/11/2006,557.5,37.85
28/11/2006,549.75,31.35
27/11/2006,541.25,31.3
24/11/2006,540.25,13.27
23/11/2006,534,13.74
22/11/2006,533.25,27.39
21/11/2006,541.25,36.12
20/11/2006,527.25,26.04
17/11/2006,524.75,22.46
16/11/2006,545.25,45.55
15/11/2006,539.75,29.49
14/11/2006,535.25,20.28
13/11/2006,529.25,26.5
10/11/2006,539.5,35.71
09/11/2006,545.5,53.3
08/11/2006,539.5,40.69
07/11/2006,532.75,39.46
06/11/2006,538.5,46.07
03/11/2006,525.5,46.93
02/11/2006,519.25,31
01/11/2006,517.25,28.42
31/10/2006,520.5,39.77
30/10/2006,527.5,33.06
27/10/2006,541.25,21.02
26/10/2006,547.75,22.21
25/10/2006,552.25,33.54
24/10/2006,540.5,19.56
23/10/2006,531.5,17.33
20/10/2006,539.25,23.29
19/10/2006,540,25.74
18/10/2006,553.5,22.62
17/10/2006,561.75,25.77
16/10/2006,551,22.37
13/10/2006,554.75,17.7
12/10/2006,540,46.62
11/10/2006,541,59.34
10/10/2006,540.5,43.7
09/10/2006,553.25,45.72
06/10/2006,533.5,30
05/10/2006,542.5,37.06
04/10/2006,530,30.45
03/10/2006,530.75,36.38
02/10/2006,550,23.94
29/09/2006,550.25,21.52
28/09/2006,560.5,31.73
27/09/2006,539,31.12
26/09/2006,544.75,30.41
25/09/2006,536.75,19.8
22/09/2006,542,25.19
21/09/2006,547.5,16.7
20/09/2006,546.25,26.07
19/09/2006,570.75,23.39
18/09/2006,564,22.75
15/09/2006,556.25,19.14
14/09/2006,564,30.65
13/09/2006,568.75,40.97
12/09/2006,576.5,54.97
11/09/2006,581.25,49.79
08/09/2006,600,38.91
07/09/2006,605.5,35.28
06/09/2006,616.75,32.39
05/09/2006,625.25,25.61
04/09/2006,622,17.93
01/09/2006,634,23.86
31/08/2006,637.75,35.46
30/08/2006,631.5,30.51
29/08/2006,637.5,30.83
28/08/2006,636.25,10.21
25/08/2006,662.25,19.5
24/08/2006,653.25,17.3
23/08/2006,648.5,23.46
22/08/2006,657.75,15.9
21/08/2006,655,24.14
18/08/2006,645.25,13.24
17/08/2006,643,19.02
16/08/2006,656.5,16.84
15/08/2006,657.25,27.84
14/08/2006,648,13.65
11/08/2006,661.25,19.38
10/08/2006,654,49.18
09/08/2006,675,35.04
08/08/2006,675.5,34.94
07/08/2006,674.75,36.51
04/08/2006,661,34.37
03/08/2006,657.75,25.92
02/08/2006,666,38.77
